geneId,geneSymbol,diseaseId,diseaseName,diseaseClass,pmid,source,class
4000,LMNA,C0027051,Myocardial Infarction,C14,26662654,BEFREE,3393
4000,LMNA,C0013537,Eclampsia,C13,18364375,BEFREE,10763
4000,LMNA,C0085207,Gestational Diabetes,C13;C18;C19,18364375,LHGDN,9351
4001,LMNB1,C1863512,HYPERCHOLESTEROLEMIA- AUTOSOMAL RECESSIVE,C18,21778424,BEFREE,1168
4004,LMO1,C0007785,Cerebral Infarction,C10;C14,11487733,BEFREE,6713
4012,LNPEP,C0004096,Asthma,C08;C20,22913580,BEFREE,2841
4015,LOX,C0948480,Coronary Restenosis,C14,15218472,RGD,3393
4018,LPA,C0027051,Myocardial Infarction,C14,21283670,BEFREE,3393
4018,LPA,C0027051,Myocardial Infarction,C14,25938632,BEFREE,3393
4018,LPA,C0020480,Hyperlipoproteinemia Type IV,C16;C18,11595020,BEFREE,1168
4018,LPA,C0027051,Myocardial Infarction,C14,12578871,BEFREE,3393
4018,LPA,C0027051,Myocardial Infarction,C14,28714975,GWASCAT,3393
4018,LPA,C0027051,Myocardial Infarction,C14,28651346,BEFREE,3393
4018,LPA,C0027051,Myocardial Infarction,C14,14580163,BEFREE,3393
4018,LPA,C0151814,Coronary Occlusion,C14,11199329,BEFREE,3393
4018,LPA,C0027051,Myocardial Infarction,C14,9733226,BEFREE,3393
4018,LPA,C0027051,Myocardial Infarction,C14,18682748,BEFREE,3393
4018,LPA,C0027051,Myocardial Infarction,C14,8187226,BEFREE,3393
4018,LPA,C0027051,Myocardial Infarction,C14,28838919,BEFREE,3393
4018,LPA,C0027051,Myocardial Infarction,C14,26656145,BEFREE,3393
4018,LPA,C0020474,Hyperlipidemia- Familial Combined,C16;C18,17950741,BEFREE,1168
4018,LPA,C0027051,Myocardial Infarction,C14,14680477,BEFREE,3393
4018,LPA,C0027051,Myocardial Infarction,C14,19509380,BEFREE,3393
4018,LPA,C0020474,Hyperlipidemia- Familial Combined,C16;C18,11092828,BEFREE,1168
4018,LPA,C0027051,Myocardial Infarction,C14,18682504,BEFREE,3393
4018,LPA,C0020474,Hyperlipidemia- Familial Combined,C16;C18,7802728,BEFREE,1168
4018,LPA,C0027051,Myocardial Infarction,C14,22516069,BEFREE,3393
4018,LPA,C0027051,Myocardial Infarction,C14,12127051,BEFREE,3393
4018,LPA,C0027051,Myocardial Infarction,C14,8284108,BEFREE,3393
4018,LPA,C0027051,Myocardial Infarction,C14,26343387,GWASCAT,3393
4018,LPA,C0027051,Myocardial Infarction,C14,11199329,BEFREE,3393
4018,LPA,C0027051,Myocardial Infarction,C14,1829398,BEFREE,3393
4018,LPA,C0027051,Myocardial Infarction,C14,23375930,BEFREE,3393
4018,LPA,C0027051,Myocardial Infarction,C14,8495614,BEFREE,3393
4018,LPA,C0020474,Hyperlipidemia- Familial Combined,C16;C18,11595020,BEFREE,1168
4018,LPA,C0027051,Myocardial Infarction,C14,1465128,BEFREE,3393
4018,LPA,C0020474,Hyperlipidemia- Familial Combined,C16;C18,12889664,BEFREE,1168
4018,LPA,C0027051,Myocardial Infarction,C14,10407493,BEFREE,3393
4023,LPL,C0027051,Myocardial Infarction,C14,8576637,BEFREE,3393
4023,LPL,C0020474,Hyperlipidemia- Familial Combined,C16;C18,8541837,CLINVAR,1168
4023,LPL,C0020474,Hyperlipidemia- Familial Combined,C16;C18,7753827,BEFREE,1168
4023,LPL,C0020474,Hyperlipidemia- Familial Combined,C16;C18,10946021,BEFREE,1168
4023,LPL,C0020474,Hyperlipidemia- Familial Combined,C16;C18,9157946,BEFREE,1168
4023,LPL,C0027051,Myocardial Infarction,C14,10484057,BEFREE,3393
4023,LPL,C0007785,Cerebral Infarction,C10;C14,18590804,LHGDN,6713
4023,LPL,C0027051,Myocardial Infarction,C14,16894468,BEFREE,3393
4023,LPL,C0027051,Myocardial Infarction,C14,11427211,BEFREE,3393
4023,LPL,C0020474,Hyperlipidemia- Familial Combined,C16;C18,10327279,BEFREE,1168
4023,LPL,C0020474,Hyperlipidemia- Familial Combined,C16;C18,8956036,BEFREE,1168
4023,LPL,C0020474,Hyperlipidemia- Familial Combined,C16;C18,8199176,BEFREE,1168
4023,LPL,C0027051,Myocardial Infarction,C14,1466662,BEFREE,3393
4023,LPL,C0020474,Hyperlipidemia- Familial Combined,C16;C18,9017514,BEFREE,1168
4023,LPL,C0027051,Myocardial Infarction,C14,15256516,BEFREE,3393
4023,LPL,C0027051,Myocardial Infarction,C14,17484619,BEFREE,3393
4023,LPL,C0020474,Hyperlipidemia- Familial Combined,C16;C18,16938803,BEFREE,1168
4023,LPL,C0020474,Hyperlipidemia- Familial Combined,C16;C18,12915220,BEFREE,1168
4023,LPL,C0020474,Hyperlipidemia- Familial Combined,C16;C18,9717061,BEFREE,1168
4023,LPL,C0271650,Impaired glucose tolerance,C18,9607127,BEFREE,9351
4023,LPL,C0020474,Hyperlipidemia- Familial Combined,C16;C18,9678774,BEFREE,1168
4023,LPL,C0020474,Hyperlipidemia- Familial Combined,C16;C18,25741868,CLINVAR,1168
4023,LPL,C0020479,Hyperlipoproteinemia Type III,C16;C18,7583546,BEFREE,1168
4023,LPL,C0020474,Hyperlipidemia- Familial Combined,C16;C18,12370850,BEFREE,1168
4023,LPL,C0027051,Myocardial Infarction,C14,17484619,LHGDN,3393
4023,LPL,C0020479,Hyperlipoproteinemia Type III,C16;C18,21159338,BEFREE,1168
4023,LPL,C0020474,Hyperlipidemia- Familial Combined,C16;C18,26342331,BEFREE,1168
4023,LPL,C0020474,Hyperlipidemia- Familial Combined,C16;C18,8808493,BEFREE,1168
4023,LPL,C0027051,Myocardial Infarction,C14,10974229,BEFREE,3393
4023,LPL,C0020481,Hyperlipoproteinemia Type V,C16;C18,16200213,BEFREE,1168
4023,LPL,C0007785,Cerebral Infarction,C10;C14,18590804,BEFREE,6713
4023,LPL,C0027051,Myocardial Infarction,C14,8576640,BEFREE,3393
4023,LPL,C0007785,Cerebral Infarction,C10;C14,11441189,BEFREE,6713
4023,LPL,C0020474,Hyperlipidemia- Familial Combined,C16;C18,16822320,BEFREE,1168
4023,LPL,C0020474,Hyperlipidemia- Familial Combined,C16;C18,8989135,BEFREE,1168
4023,LPL,C0020474,Hyperlipidemia- Familial Combined,C16;C18,1390589,BEFREE,1168
4023,LPL,C0020474,Hyperlipidemia- Familial Combined,C16;C18,8049185,BEFREE,1168
4023,LPL,C0007785,Cerebral Infarction,C10;C14,11921083,BEFREE,6713
4023,LPL,C0027051,Myocardial Infarction,C14,7834891,BEFREE,3393
4023,LPL,C0020474,Hyperlipidemia- Familial Combined,C16;C18,19335919,BEFREE,1168
4023,LPL,C0027051,Myocardial Infarction,C14,8724108,BEFREE,3393
4023,LPL,C0020480,Hyperlipoproteinemia Type IV,C16;C18,7868979,BEFREE,1168
4023,LPL,C0027051,Myocardial Infarction,C14,18194851,BEFREE,3393
4023,LPL,C0020480,Hyperlipoproteinemia Type IV,C16;C18,3812212,BEFREE,1168
4023,LPL,C0027051,Myocardial Infarction,C14,12048130,BEFREE,3393
4023,LPL,C0020480,Hyperlipoproteinemia Type IV,C16;C18,17483372,BEFREE,1168
4023,LPL,C0027051,Myocardial Infarction,C14,16519597,BEFREE,3393
4023,LPL,C0085207,Gestational Diabetes,C13;C18;C19,28486003,BEFREE,9351
4023,LPL,C0020474,Hyperlipidemia- Familial Combined,C16;C18,10924721,BEFREE,1168
4023,LPL,C0027051,Myocardial Infarction,C14,9555857,BEFREE,3393
4023,LPL,C0027051,Myocardial Infarction,C14,21252145,BEFREE,3393
4023,LPL,C0020480,Hyperlipoproteinemia Type IV,C16;C18,7962342,BEFREE,1168
4023,LPL,C0013537,Eclampsia,C13,10636447,BEFREE,10763
4023,LPL,C0020479,Hyperlipoproteinemia Type III,C16;C18,7980718,BEFREE,1168
4023,LPL,C0020474,Hyperlipidemia- Familial Combined,C16;C18,9215535,BEFREE,1168
4023,LPL,C0020480,Hyperlipoproteinemia Type IV,C16;C18,1943724,BEFREE,1168
4023,LPL,C0027051,Myocardial Infarction,C14,18823627,BEFREE,3393
4023,LPL,C0027051,Myocardial Infarction,C14,15292372,LHGDN,3393
4023,LPL,C0027051,Myocardial Infarction,C14,15292372,BEFREE,3393
4023,LPL,C0020474,Hyperlipidemia- Familial Combined,C16;C18,15469419,BEFREE,1168
4023,LPL,C0020474,Hyperlipidemia- Familial Combined,C16;C18,17848837,BEFREE,1168
4023,LPL,C0020474,Hyperlipidemia- Familial Combined,C16;C18,3812212,BEFREE,1168
4023,LPL,C0020479,Hyperlipoproteinemia Type III,C16;C18,9587070,BEFREE,1168
4023,LPL,C0020480,Hyperlipoproteinemia Type IV,C16;C18,8989135,BEFREE,1168
4023,LPL,C0027051,Myocardial Infarction,C14,25738804,BEFREE,3393
4023,LPL,C0007785,Cerebral Infarction,C10;C14,17029199,LHGDN,6713
4023,LPL,C0020474,Hyperlipidemia- Familial Combined,C16;C18,8872057,BEFREE,1168
4023,LPL,C0020474,Hyperlipidemia- Familial Combined,C16;C18,8541837,BEFREE,1168
4023,LPL,C0020474,Hyperlipidemia- Familial Combined,C16;C18,12370850,LHGDN,1168
4026,LPP,C0004096,Asthma,C08;C20,21907864,BEFREE,2841
4026,LPP,C0004096,Asthma,C08;C20,21907864,GWASDB,2841
4026,LPP,C0004096,Asthma,C08;C20,21150878,GWASDB,2841
4026,LPP,C0004096,Asthma,C08;C20,27182965,GWASCAT,2841
4035,LRP1,C2931384,Moyamoya disease 1,C10;C14,29273593,GWASCAT,6713
4035,LRP1,C0027051,Myocardial Infarction,C14,12402342,BEFREE,3393
4035,LRP1,C0027051,Myocardial Infarction,C14,9694437,BEFREE,3393
4043,LRPAP1,C0027051,Myocardial Infarction,C14,21211798,GWASDB,3393
4048,LTA4H,C0004096,Asthma,C08;C20,18547289,BEFREE,2841
4048,LTA4H,C0004096,Asthma,C08;C20,20067482,BEFREE,2841
4048,LTA4H,C0004096,Asthma,C08;C20,15715933,RGD,2841
4048,LTA4H,C0027051,Myocardial Infarction,C14,16282974,BEFREE,3393
4048,LTA4H,C0004096,Asthma,C08;C20,25634111,BEFREE,2841
4048,LTA4H,C0004096,Asthma,C08;C20,11069563,BEFREE,2841
4048,LTA4H,C0004096,Asthma,C08;C20,18547289,LHGDN,2841
4048,LTA4H,C0027051,Myocardial Infarction,C14,18547289,BEFREE,3393
4048,LTA4H,C0004096,Asthma,C08;C20,23573270,BEFREE,2841
4048,LTA4H,C0027051,Myocardial Infarction,C14,16987874,BEFREE,3393
4048,LTA4H,C0027051,Myocardial Infarction,C14,18318662,BEFREE,3393
4049,LTA,C0027051,Myocardial Infarction,C14,12426569,CTD_human,3393
4049,LTA,C0027051,Myocardial Infarction,C14,12746914,CLINVAR,3393
4049,LTA,C0027051,Myocardial Infarction,C14,16770523,BEFREE,3393
4049,LTA,C0004096,Asthma,C08;C20,17536219,LHGDN,2841
4049,LTA,C0004096,Asthma,C08;C20,14681301,BEFREE,2841
4049,LTA,C0004096,Asthma,C08;C20,12121185,BEFREE,2841
4049,LTA,C0027051,Myocardial Infarction,C14,15973460,BEFREE,3393
4049,LTA,C0027051,Myocardial Infarction,C14,12426569,CLINVAR,3393
4049,LTA,C0027051,Myocardial Infarction,C14,17517687,BEFREE,3393
4049,LTA,C0004096,Asthma,C08;C20,11896460,BEFREE,2841
4049,LTA,C0027051,Myocardial Infarction,C14,18032375,LHGDN,3393
4049,LTA,C0027051,Myocardial Infarction,C14,15760675,BEFREE,3393
4049,LTA,C0027051,Myocardial Infarction,C14,17493152,BEFREE,3393
4049,LTA,C0027051,Myocardial Infarction,C14,15129282,CTD_human,3393
4049,LTA,C0027051,Myocardial Infarction,C14,21971053,BEFREE,3393
4049,LTA,C0004096,Asthma,C08;C20,18947013,LHGDN,2841
4049,LTA,C0027051,Myocardial Infarction,C14,18190265,BEFREE,3393
4049,LTA,C0004096,Asthma,C08;C20,16728705,BEFREE,2841
4049,LTA,C0027051,Myocardial Infarction,C14,15129282,LHGDN,3393
4049,LTA,C0004096,Asthma,C08;C20,15969671,BEFREE,2841
4049,LTA,C0027051,Myocardial Infarction,C14,15729581,BEFREE,3393
4049,LTA,C0004096,Asthma,C08;C20,17450233,BEFREE,2841
4049,LTA,C0027051,Myocardial Infarction,C14,14681301,CLINVAR,3393
4049,LTA,C0004096,Asthma,C08;C20,22882567,BEFREE,2841
4049,LTA,C0027051,Myocardial Infarction,C14,15533732,BEFREE,3393
4049,LTA,C0004096,Asthma,C08;C20,11574751,BEFREE,2841
4049,LTA,C0027051,Myocardial Infarction,C14,17517687,LHGDN,3393
4049,LTA,C0007785,Cerebral Infarction,C10;C14,14593215,LHGDN,6713
4049,LTA,C0027051,Myocardial Infarction,C14,17497114,BEFREE,3393
4049,LTA,C0027051,Myocardial Infarction,C14,19726041,BEFREE,3393
4049,LTA,C0027051,Myocardial Infarction,C14,22310064,BEFREE,3393
4049,LTA,C0027051,Myocardial Infarction,C14,16987874,BEFREE,3393
4049,LTA,C0004096,Asthma,C08;C20,9645594,BEFREE,2841
4049,LTA,C0027051,Myocardial Infarction,C14,11689215,BEFREE,3393
4049,LTA,C0004096,Asthma,C08;C20,10469028,BEFREE,2841
4049,LTA,C0027051,Myocardial Infarction,C14,16186631,BEFREE,3393
4049,LTA,C0027051,Myocardial Infarction,C14,15129282,BEFREE,3393
4049,LTA,C0004096,Asthma,C08;C20,15976383,BEFREE,2841
4049,LTA,C0004096,Asthma,C08;C20,18811622,BEFREE,2841
4049,LTA,C0027051,Myocardial Infarction,C14,15266304,CLINVAR,3393
4049,LTA,C0027051,Myocardial Infarction,C14,16839190,BEFREE,3393
4049,LTA,C0027051,Myocardial Infarction,C14,12426569,BEFREE,3393
4049,LTA,C0004096,Asthma,C08;C20,12091169,BEFREE,2841
4049,LTA,C0027051,Myocardial Infarction,C14,18230628,LHGDN,3393
4049,LTA,C0004096,Asthma,C08;C20,12047428,BEFREE,2841
4049,LTA,C0027051,Myocardial Infarction,C14,15175864,BEFREE,3393
4049,LTA,C0004096,Asthma,C08;C20,17536219,BEFREE,2841
4049,LTA,C0027051,Myocardial Infarction,C14,12426569,LHGDN,3393
4049,LTA,C0004096,Asthma,C08;C20,11258696,BEFREE,2841
4049,LTA,C0027051,Myocardial Infarction,C14,24642747,BEFREE,3393
4049,LTA,C0027051,Myocardial Infarction,C14,15990958,BEFREE,3393
4050,LTB,C0004096,Asthma,C08;C20,15969671,BEFREE,2841
4050,LTB,C0027051,Myocardial Infarction,C14,18547289,BEFREE,3393
4050,LTB,C0004096,Asthma,C08;C20,18547289,BEFREE,2841
4050,LTB,C0004096,Asthma,C08;C20,19448154,BEFREE,2841
4051,CYP4F3,C0004096,Asthma,C08;C20,17475630,BEFREE,2841
4051,CYP4F3,C0027051,Myocardial Infarction,C14,20532872,BEFREE,3393
4053,LTBP2,C0027051,Myocardial Infarction,C14,21211798,GWASDB,3393
4055,LTBR,C0004096,Asthma,C08;C20,10835320,BEFREE,2841
4056,LTC4S,C0004096,Asthma,C08;C20,16825866,BEFREE,2841
4056,LTC4S,C0004096,Asthma,C08;C20,12534456,BEFREE,2841
4056,LTC4S,C0004096,Asthma,C08;C20,12063521,BEFREE,2841
4056,LTC4S,C0004096,Asthma,C08;C20,16024972,LHGDN,2841
4056,LTC4S,C0004096,Asthma,C08;C20,16024972,BEFREE,2841
4056,LTC4S,C0004096,Asthma,C08;C20,19214143,BEFREE,2841
4056,LTC4S,C0027051,Myocardial Infarction,C14,20456754,BEFREE,3393
4056,LTC4S,C0004096,Asthma,C08;C20,14520724,BEFREE,2841
4056,LTC4S,C0004096,Asthma,C08;C20,21429049,BEFREE,2841
4056,LTC4S,C0004096,Asthma,C08;C20,12968987,BEFREE,2841
4056,LTC4S,C0004096,Asthma,C08;C20,12360108,LHGDN,2841
4056,LTC4S,C0004096,Asthma,C08;C20,12728163,BEFREE,2841
4056,LTC4S,C0004096,Asthma,C08;C20,17883728,BEFREE,2841
4056,LTC4S,C0004096,Asthma,C08;C20,15482000,BEFREE,2841
4056,LTC4S,C0004096,Asthma,C08;C20,19665766,BEFREE,2841
4056,LTC4S,C0004096,Asthma,C08;C20,10887308,BEFREE,2841
4056,LTC4S,C0004096,Asthma,C08;C20,19703064,BEFREE,2841
4056,LTC4S,C0004096,Asthma,C08;C20,10970818,BEFREE,2841
4056,LTC4S,C0004096,Asthma,C08;C20,17153879,LHGDN,2841
4056,LTC4S,C0004096,Asthma,C08;C20,16675353,LHGDN,2841
4056,LTC4S,C0004096,Asthma,C08;C20,12816731,LHGDN,2841
4056,LTC4S,C0004096,Asthma,C08;C20,14520724,LHGDN,2841
4056,LTC4S,C0004096,Asthma,C08;C20,22722751,BEFREE,2841
4056,LTC4S,C0004096,Asthma,C08;C20,15131571,BEFREE,2841
4056,LTC4S,C0004096,Asthma,C08;C20,19524426,BEFREE,2841
4056,LTC4S,C0004096,Asthma,C08;C20,10624490,BEFREE,2841
4077,NBR1,C0004096,Asthma,C08;C20,20808283,BEFREE,2841
4082,MARCKS,C0004096,Asthma,C08;C20,14716307,BEFREE,2841
4086,SMAD1,C0027051,Myocardial Infarction,C14,15911698,BEFREE,3393
4087,SMAD2,C0004096,Asthma,C08;C20,12170265,LHGDN,2841
4087,SMAD2,C0004096,Asthma,C08;C20,20607798,BEFREE,2841
4087,SMAD2,C0027051,Myocardial Infarction,C14,11087260,RGD,3393
4087,SMAD2,C0004096,Asthma,C08;C20,23093652,BEFREE,2841
4087,SMAD2,C0027051,Myocardial Infarction,C14,25789971,BEFREE,3393
4088,SMAD3,C0004096,Asthma,C08;C20,26209277,BEFREE,2841
4088,SMAD3,C0004096,Asthma,C08;C20,20860503,GWASCAT,2841
4088,SMAD3,C0004096,Asthma,C08;C20,22561531,GWASDB,2841
4088,SMAD3,C0027051,Myocardial Infarction,C14,28714975,GWASCAT,3393
4088,SMAD3,C0004096,Asthma,C08;C20,21907864,GWASDB,2841
4088,SMAD3,C0004096,Asthma,C08;C20,24388013,GWASCAT,2841
4088,SMAD3,C0004096,Asthma,C08;C20,28011059,BEFREE,2841
4088,SMAD3,C0027051,Myocardial Infarction,C14,26343387,GWASCAT,3393
4088,SMAD3,C0004096,Asthma,C08;C20,20860503,GWASDB,2841
4088,SMAD3,C0004096,Asthma,C08;C20,29273806,GWASCAT,2841
4088,SMAD3,C0004096,Asthma,C08;C20,27182965,GWASCAT,2841
4089,SMAD4,C0027051,Myocardial Infarction,C14,11087260,RGD,3393
4092,SMAD7,C0004096,Asthma,C08;C20,12464953,BEFREE,2841
4096,MAFD2,C1833104,DIABETES MELLITUS- PERMANENT NEONATAL,C18;C19,21544516,BEFREE,9351
4128,MAOA,C0013537,Eclampsia,C13,11945082,BEFREE,10763
4133,MAP2,C0007785,Cerebral Infarction,C10;C14,22444278,RGD,6713
4135,MAP6,C0271650,Impaired glucose tolerance,C18,15592662,BEFREE,9351
4135,MAP6,C0271650,Impaired glucose tolerance,C18,16838170,BEFREE,9351
4135,MAP6,C0271650,Impaired glucose tolerance,C18,17317762,BEFREE,9351
4135,MAP6,C0271650,Impaired glucose tolerance,C18,16804087,BEFREE,9351
4135,MAP6,C0271650,Impaired glucose tolerance,C18,15734870,BEFREE,9351
4135,MAP6,C0271650,Impaired glucose tolerance,C18,15656877,BEFREE,9351
4137,MAPT,C0027051,Myocardial Infarction,C14,18382889,LHGDN,3393
4142,MAS1,C0004096,Asthma,C08;C20,15693910,BEFREE,2841
4142,MAS1,C0004096,Asthma,C08;C20,10640782,BEFREE,2841
4142,MAS1,C0004096,Asthma,C08;C20,11069631,BEFREE,2841
4151,MB,C0027051,Myocardial Infarction,C14,15226628,LHGDN,3393
4151,MB,C0027051,Myocardial Infarction,C14,12745799,LHGDN,3393
4151,MB,C0027051,Myocardial Infarction,C14,12760310,LHGDN,3393
4153,MBL2,C0007785,Cerebral Infarction,C10;C14,22879370,BEFREE,6713
4153,MBL2,C0004096,Asthma,C08;C20,17651383,BEFREE,2841
4153,MBL2,C0004096,Asthma,C08;C20,16178865,BEFREE,2841
4153,MBL2,C0085207,Gestational Diabetes,C13;C18;C19,15472209,CTD_human,9351
4153,MBL2,C0027051,Myocardial Infarction,C14,17846289,LHGDN,3393
4153,MBL2,C0004096,Asthma,C08;C20,15853952,LHGDN,2841
4153,MBL2,C0027051,Myocardial Infarction,C14,20693349,BEFREE,3393
4153,MBL2,C0004096,Asthma,C08;C20,16487239,BEFREE,2841
4153,MBL2,C0004096,Asthma,C08;C20,17845414,BEFREE,2841
4153,MBL2,C0013537,Eclampsia,C13,18727690,BEFREE,10763
4153,MBL2,C0027051,Myocardial Infarction,C14,25783214,BEFREE,3393
4153,MBL2,C0013537,Eclampsia,C13,20408832,BEFREE,10763
4153,MBL2,C0007785,Cerebral Infarction,C10;C14,20140243,BEFREE,6713
4153,MBL2,C0004096,Asthma,C08;C20,18729778,BEFREE,2841
4153,MBL2,C0027051,Myocardial Infarction,C14,22848725,BEFREE,3393
4153,MBL2,C0162739,HELLP Syndrome,C13,17314117,LHGDN,10763
4153,MBL2,C0027051,Myocardial Infarction,C14,17195187,BEFREE,3393
4153,MBL2,C0162739,HELLP Syndrome,C13,17314117,BEFREE,10763
4153,MBL2,C0085207,Gestational Diabetes,C13;C18;C19,15472209,LHGDN,9351
4153,MBL2,C0004096,Asthma,C08;C20,17014624,BEFREE,2841
4153,MBL2,C0013537,Eclampsia,C13,17314117,BEFREE,10763
4153,MBL2,C0004096,Asthma,C08;C20,14564351,BEFREE,2841
4154,MBNL1,C0027051,Myocardial Infarction,C14,26670661,BEFREE,3393
4155,MBP,C0004096,Asthma,C08;C20,10394103,BEFREE,2841
4155,MBP,C0004096,Asthma,C08;C20,8970374,BEFREE,2841
4155,MBP,C0007785,Cerebral Infarction,C10;C14,20621643,BEFREE,6713
4159,MC3R,C0271650,Impaired glucose tolerance,C18,11397906,BEFREE,9351
4160,MC4R,C0004096,Asthma,C08;C20,26504195,BEFREE,2841
4160,MC4R,C0271650,Impaired glucose tolerance,C18,11397906,BEFREE,9351
4160,MC4R,C0271650,Impaired glucose tolerance,C18,21969101,BEFREE,9351
4160,MC4R,C0271650,Impaired glucose tolerance,C18,15296475,BEFREE,9351
4162,MCAM,C0004096,Asthma,C08;C20,23256918,BEFREE,2841
4163,MCC,C0004096,Asthma,C08;C20,8774571,BEFREE,2841
4179,CD46,C0162739,HELLP Syndrome,C13,17914026,BEFREE,10763
4179,CD46,C0162739,HELLP Syndrome,C13,22594569,BEFREE,10763
4179,CD46,C0162739,HELLP Syndrome,C13,17914026,LHGDN,10763
4179,CD46,C0162739,HELLP Syndrome,C13,18658028,LHGDN,10763
4191,MDH2,C0027051,Myocardial Infarction,C14,9753871,RGD,3393
4192,MDK,C0027051,Myocardial Infarction,C14,9568069,RGD,3393
4192,MDK,C0027051,Myocardial Infarction,C14,19060126,BEFREE,3393
4192,MDK,C0007785,Cerebral Infarction,C10;C14,18195496,LHGDN,6713
4192,MDK,C0027051,Myocardial Infarction,C14,19060126,LHGDN,3393
4193,MDM2,C0027051,Myocardial Infarction,C14,22251423,BEFREE,3393
4205,MEF2A,C0027051,Myocardial Infarction,C14,15958500,LHGDN,3393
4205,MEF2A,C0027051,Myocardial Infarction,C14,15861005,LHGDN,3393
4205,MEF2A,C0027051,Myocardial Infarction,C14,16195615,BEFREE,3393
4205,MEF2A,C0027051,Myocardial Infarction,C14,25838425,BEFREE,3393
4205,MEF2A,C0027051,Myocardial Infarction,C14,20031581,BEFREE,3393
4205,MEF2A,C0027051,Myocardial Infarction,C14,16943719,BEFREE,3393
4205,MEF2A,C0027051,Myocardial Infarction,C14,18086930,BEFREE,3393
4205,MEF2A,C0027051,Myocardial Infarction,C14,15958500,BEFREE,3393
4205,MEF2A,C0027051,Myocardial Infarction,C14,15841171,BEFREE,3393
4205,MEF2A,C0027051,Myocardial Infarction,C14,14645853,LHGDN,3393
4205,MEF2A,C0027051,Myocardial Infarction,C14,14645853,BEFREE,3393
4208,MEF2C,C0027051,Myocardial Infarction,C14,23948075,RGD,3393
4210,MEFV,C0027051,Myocardial Infarction,C14,16387839,LHGDN,3393
4210,MEFV,C0004096,Asthma,C08;C20,18219832,BEFREE,2841
4217,MAP3K5,C0027051,Myocardial Infarction,C14,22635076,RGD,3393
4217,MAP3K5,C0007785,Cerebral Infarction,C10;C14,23968852,RGD,6713
4217,MAP3K5,C0007785,Cerebral Infarction,C10;C14,23137546,BEFREE,6713
4233,MET,C0027051,Myocardial Infarction,C14,11399246,BEFREE,3393
4233,MET,C0004096,Asthma,C08;C20,22416915,BEFREE,2841
4240,MFGE8,C0004096,Asthma,C08;C20,23269839,BEFREE,2841
4254,KITLG,C0004096,Asthma,C08;C20,15813808,BEFREE,2841
4254,KITLG,C0004096,Asthma,C08;C20,16364194,BEFREE,2841
4254,KITLG,C0004096,Asthma,C08;C20,16499642,BEFREE,2841
4256,MGP,C0027051,Myocardial Infarction,C14,11073842,BEFREE,3393
4256,MGP,C0027051,Myocardial Infarction,C14,23677904,BEFREE,3393
4256,MGP,C0027051,Myocardial Infarction,C14,23307874,BEFREE,3393
4261,CIITA,C0027051,Myocardial Infarction,C14,17183695,BEFREE,3393
4261,CIITA,C0027051,Myocardial Infarction,C14,17012290,BEFREE,3393
4277,MICB,C0004096,Asthma,C08;C20,29273806,GWASCAT,2841
4277,MICB,C0004096,Asthma,C08;C20,16776673,BEFREE,2841
4282,MIF,C0004096,Asthma,C08;C20,16455830,RGD,2841
4282,MIF,C0025193,Melancholia,F03,20177408,CTD_human,1596
4282,MIF,C0027051,Myocardial Infarction,C14,19167373,BEFREE,3393
4282,MIF,C0027051,Myocardial Infarction,C14,12704210,RGD,3393
4282,MIF,C0004096,Asthma,C08;C20,16186482,BEFREE,2841
4282,MIF,C0027051,Myocardial Infarction,C14,24697297,BEFREE,3393
4283,CXCL9,C0004096,Asthma,C08;C20,25312760,BEFREE,2841
4284,MIP,C0004096,Asthma,C08;C20,12580917,BEFREE,2841
4296,MAP3K11,C0007785,Cerebral Infarction,C10;C14,22123824,BEFREE,6713
4297,KMT2A,C0027051,Myocardial Infarction,C14,20194885,BEFREE,3393
4297,KMT2A,C0027051,Myocardial Infarction,C14,14654070,BEFREE,3393
4300,MLLT3,C0004096,Asthma,C08;C20,26083242,GWASCAT,2841
4303,FOXO4,C0027051,Myocardial Infarction,C14,26438688,BEFREE,3393
4306,NR3C2,C0027051,Myocardial Infarction,C14,21784127,BEFREE,3393
4306,NR3C2,C0027051,Myocardial Infarction,C14,22311652,BEFREE,3393
4306,NR3C2,C0027051,Myocardial Infarction,C14,21723914,BEFREE,3393
4306,NR3C2,C0007785,Cerebral Infarction,C10;C14,21106954,BEFREE,6713
4306,NR3C2,C0027051,Myocardial Infarction,C14,22536780,BEFREE,3393
4306,NR3C2,C0027051,Myocardial Infarction,C14,16413583,CTD_human,3393
4306,NR3C2,C0271650,Impaired glucose tolerance,C18,22038518,BEFREE,9351
4306,NR3C2,C0027051,Myocardial Infarction,C14,18299485,BEFREE,3393
4306,NR3C2,C0013537,Eclampsia,C13,19151144,BEFREE,10763
4306,NR3C2,C0027051,Myocardial Infarction,C14,17587755,CTD_human,3393
4306,NR3C2,C0027051,Myocardial Infarction,C14,21677697,BEFREE,3393
4312,MMP1,C0027051,Myocardial Infarction,C14,14659851,BEFREE,3393
4312,MMP1,C0027051,Myocardial Infarction,C14,19620856,BEFREE,3393
4312,MMP1,C0004096,Asthma,C08;C20,24587395,BEFREE,2841
4312,MMP1,C0004096,Asthma,C08;C20,19191136,LHGDN,2841
4312,MMP1,C0027051,Myocardial Infarction,C14,11179039,RGD,3393
4312,MMP1,C0004096,Asthma,C08;C20,24469321,BEFREE,2841
